instant,dteday,season,yr,mnth,hr,holiday,weekday,workingday,weathersit,temp,atemp,hum,windspeed,casual,registered,cnt,type
275,12-01-2011,1,0,1,21,0,3,1,1,0.16,0.1364,0.55,0.3284,0,57,57,train
276,12-01-2011,1,0,1,22,0,3,1,1,0.16,0.1212,0.55,0.4478,1,32,33,train
277,12-01-2011,1,0,1,23,0,3,1,1,0.14,0.1061,0.59,0.4179,1,19,20,train
278,13-01-2011,1,0,1,0,0,4,1,1,0.14,0.1212,0.59,0.2836,1,6,7,train
279,13-01-2011,1,0,1,1,0,4,1,1,0.14,0.1212,0.5,0.2836,0,2,2,train
280,13-01-2011,1,0,1,2,0,4,1,1,0.14,0.1212,0.5,0.3582,0,2,2,train
281,13-01-2011,1,0,1,3,0,4,1,1,0.14,0.1212,0.5,0.3284,0,3,3,train
282,13-01-2011,1,0,1,4,0,4,1,1,0.14,0.1212,0.5,0.2537,0,4,4,train
283,13-01-2011,1,0,1,5,0,4,1,1,0.14,0.1212,0.5,0.2985,0,3,3,train
284,13-01-2011,1,0,1,6,0,4,1,1,0.12,0.1515,0.54,0.1343,0,28,28,train
285,13-01-2011,1,0,1,7,0,4,1,1,0.12,0.1515,0.54,0.1343,0,72,72,train
286,13-01-2011,1,0,1,8,0,4,1,1,0.14,0.1364,0.5,0.194,5,197,202,train
287,13-01-2011,1,0,1,9,0,4,1,1,0.14,0.1212,0.5,0.3284,2,137,139,train
288,13-01-2011,1,0,1,10,0,4,1,2,0.16,0.1364,0.5,0.3582,2,36,38,train
289,13-01-2011,1,0,1,11,0,4,1,2,0.2,0.1667,0.44,0.4478,4,33,37,train
290,13-01-2011,1,0,1,12,0,4,1,1,0.2,0.1667,0.44,0.4179,3,49,52,train
291,13-01-2011,1,0,1,13,0,4,1,1,0.22,0.197,0.41,0.4478,2,81,83,train
292,13-01-2011,1,0,1,14,0,4,1,1,0.22,0.197,0.41,0.3881,3,39,42,train
293,13-01-2011,1,0,1,15,0,4,1,1,0.24,0.2121,0.38,0.2985,5,55,60,train
294,13-01-2011,1,0,1,16,0,4,1,1,0.24,0.2121,0.38,0.3582,2,76,78,train
295,13-01-2011,1,0,1,17,0,4,1,1,0.2,0.1818,0.4,0.2836,4,158,162,train
296,13-01-2011,1,0,1,18,0,4,1,1,0.2,0.1818,0.4,0.3284,3,141,144,train
297,13-01-2011,1,0,1,19,0,4,1,1,0.16,0.1515,0.47,0.2537,1,98,99,train
298,13-01-2011,1,0,1,20,0,4,1,1,0.16,0.1515,0.47,0.2239,0,64,64,train
299,13-01-2011,1,0,1,21,0,4,1,1,0.14,0.1212,0.46,0.2985,0,40,40,train
300,13-01-2011,1,0,1,22,0,4,1,1,0.14,0.1212,0.46,0.3284,0,30,30,train
301,13-01-2011,1,0,1,23,0,4,1,1,0.12,0.1364,0.5,0.194,1,14,15,train
302,14-01-2011,1,0,1,0,0,5,1,1,0.12,0.1364,0.5,0.194,0,14,14,train
303,14-01-2011,1,0,1,1,0,5,1,1,0.1,0.1212,0.54,0.1642,0,5,5,train
304,14-01-2011,1,0,1,2,0,5,1,1,0.1,0.1212,0.54,0.1343,0,1,1,train
305,14-01-2011,1,0,1,3,0,5,1,1,0.1,0.1364,0.54,0.1045,0,1,1,train
306,14-01-2011,1,0,1,5,0,5,1,1,0.1,0.1364,0.54,0.0896,0,8,8,train
307,14-01-2011,1,0,1,6,0,5,1,1,0.1,0.1818,0.54,0,0,17,17,train
308,14-01-2011,1,0,1,7,0,5,1,1,0.1,0.1212,0.74,0.1642,0,70,70,train
309,14-01-2011,1,0,1,8,0,5,1,1,0.12,0.1667,0.68,0,2,156,158,train
310,14-01-2011,1,0,1,9,0,5,1,1,0.14,0.1515,0.69,0.1343,0,117,117,train
311,14-01-2011,1,0,1,10,0,5,1,1,0.18,0.1818,0.55,0.194,4,40,44,train
312,14-01-2011,1,0,1,11,0,5,1,1,0.18,0.1667,0.51,0.2836,6,47,53,train
313,14-01-2011,1,0,1,12,0,5,1,1,0.2,0.197,0.44,0.2537,2,59,61,train
314,14-01-2011,1,0,1,13,0,5,1,1,0.22,0.197,0.37,0.3881,4,73,77,train
315,14-01-2011,1,0,1,14,0,5,1,1,0.22,0.2121,0.41,0.2836,5,59,64,train
316,14-01-2011,1,0,1,15,0,5,1,1,0.24,0.2424,0.38,0.1642,9,59,68,train
317,14-01-2011,1,0,1,16,0,5,1,1,0.22,0.2424,0.41,0.1045,3,87,90,train
318,14-01-2011,1,0,1,17,0,5,1,1,0.22,0.2273,0.41,0.1642,4,155,159,train
319,14-01-2011,1,0,1,18,0,5,1,1,0.2,0.2576,0.47,0,5,134,139,train
320,14-01-2011,1,0,1,19,0,5,1,1,0.16,0.197,0.59,0.0896,3,89,92,train
321,14-01-2011,1,0,1,20,0,5,1,1,0.18,0.2424,0.59,0,0,68,68,train
322,14-01-2011,1,0,1,21,0,5,1,1,0.16,0.2273,0.69,0,4,48,52,train
323,14-01-2011,1,0,1,22,0,5,1,2,0.16,0.2273,0.69,0,2,34,36,train
324,14-01-2011,1,0,1,23,0,5,1,2,0.18,0.2424,0.55,0,1,26,27,train
325,15-01-2011,1,0,1,0,0,6,0,1,0.18,0.2424,0.55,0,3,25,28,train
326,15-01-2011,1,0,1,1,0,6,0,2,0.16,0.197,0.59,0.0896,2,18,20,train
327,15-01-2011,1,0,1,2,0,6,0,2,0.16,0.197,0.59,0.0896,0,12,12,train
328,15-01-2011,1,0,1,3,0,6,0,2,0.16,0.2273,0.59,0,1,7,8,train
329,15-01-2011,1,0,1,4,0,6,0,2,0.16,0.2273,0.59,0,0,5,5,train
330,15-01-2011,1,0,1,5,0,6,0,1,0.16,0.2273,0.59,0,0,1,1,train
331,15-01-2011,1,0,1,6,0,6,0,1,0.14,0.1667,0.63,0.1045,1,2,3,train
332,15-01-2011,1,0,1,7,0,6,0,1,0.14,0.2121,0.63,0,1,9,10,train
333,15-01-2011,1,0,1,8,0,6,0,1,0.14,0.1515,0.63,0.1343,1,22,23,train
334,15-01-2011,1,0,1,9,0,6,0,1,0.16,0.1818,0.64,0.1343,2,31,33,train
335,15-01-2011,1,0,1,10,0,6,0,1,0.18,0.197,0.59,0.1642,2,57,59,train
336,15-01-2011,1,0,1,11,0,6,0,1,0.2,0.197,0.55,0.2239,18,54,72,train
337,15-01-2011,1,0,1,12,0,6,0,1,0.24,0.2273,0.48,0.2239,15,74,89,train
338,15-01-2011,1,0,1,13,0,6,0,1,0.28,0.2576,0.38,0.2985,21,80,101,train
339,15-01-2011,1,0,1,14,0,6,0,1,0.3,0.2879,0.39,0.2836,26,92,118,train
340,15-01-2011,1,0,1,15,0,6,0,2,0.32,0.3182,0.36,0.194,21,108,129,train
341,15-01-2011,1,0,1,16,0,6,0,2,0.34,0.3333,0.34,0.194,33,95,128,train
342,15-01-2011,1,0,1,17,0,6,0,2,0.32,0.303,0.36,0.2836,29,54,83,train
343,15-01-2011,1,0,1,18,0,6,0,2,0.3,0.2879,0.45,0.2537,15,69,84,train
344,15-01-2011,1,0,1,19,0,6,0,2,0.32,0.303,0.39,0.2537,14,60,74,train
345,15-01-2011,1,0,1,20,0,6,0,2,0.32,0.303,0.39,0.2537,6,35,41,train
346,15-01-2011,1,0,1,21,0,6,0,2,0.32,0.303,0.39,0.2239,6,51,57,train
347,15-01-2011,1,0,1,22,0,6,0,2,0.3,0.3182,0.42,0.1045,0,26,26,train
348,15-01-2011,1,0,1,23,0,6,0,1,0.3,0.2879,0.45,0.2836,5,39,44,train
349,16-01-2011,1,0,1,0,0,0,0,1,0.26,0.303,0.56,0,6,33,39,train
350,16-01-2011,1,0,1,1,0,0,0,1,0.26,0.2727,0.56,0.1343,4,19,23,train
351,16-01-2011,1,0,1,2,0,0,0,1,0.26,0.2879,0.56,0.0896,3,13,16,train
352,16-01-2011,1,0,1,3,0,0,0,1,0.22,0.2727,0.69,0,9,6,15,train
353,16-01-2011,1,0,1,4,0,0,0,1,0.26,0.2576,0.56,0.1642,0,1,1,train
354,16-01-2011,1,0,1,5,0,0,0,2,0.26,0.2576,0.56,0.1642,1,1,2,train
355,16-01-2011,1,0,1,6,0,0,0,2,0.26,0.2576,0.56,0.1642,0,1,1,train
356,16-01-2011,1,0,1,7,0,0,0,2,0.24,0.2121,0.56,0.2985,0,3,3,train
357,16-01-2011,1,0,1,8,0,0,0,1,0.22,0.2121,0.55,0.2836,0,18,18,train
358,16-01-2011,1,0,1,9,0,0,0,1,0.22,0.2121,0.51,0.2537,3,29,32,train
359,16-01-2011,1,0,1,10,0,0,0,1,0.22,0.2121,0.51,0.2836,8,71,79,train
360,16-01-2011,1,0,1,11,0,0,0,1,0.24,0.2273,0.44,0.2537,23,70,93,train
361,16-01-2011,1,0,1,12,0,0,0,1,0.24,0.2121,0.41,0.2836,29,75,104,train
362,16-01-2011,1,0,1,13,0,0,0,1,0.26,0.2273,0.35,0.2985,23,95,118,train
363,16-01-2011,1,0,1,14,0,0,0,1,0.28,0.2727,0.36,0.2537,22,69,91,train
364,16-01-2011,1,0,1,15,0,0,0,1,0.26,0.2424,0.38,0.2537,35,78,113,train
365,16-01-2011,1,0,1,16,0,0,0,1,0.24,0.2273,0.38,0.2239,22,77,99,train
366,16-01-2011,1,0,1,17,0,0,0,1,0.22,0.2121,0.37,0.2537,23,82,105,train
367,16-01-2011,1,0,1,18,0,0,0,1,0.2,0.2121,0.4,0.1642,11,56,67,train
368,16-01-2011,1,0,1,19,0,0,0,1,0.18,0.197,0.47,0.1343,14,47,61,train
369,16-01-2011,1,0,1,20,0,0,0,1,0.18,0.197,0.47,0.1642,7,50,57,train
370,16-01-2011,1,0,1,21,0,0,0,1,0.18,0.197,0.51,0.1642,6,22,28,train
371,16-01-2011,1,0,1,22,0,0,0,2,0.2,0.2121,0.49,0.1343,2,19,21,train
372,16-01-2011,1,0,1,23,0,0,0,2,0.2,0.2273,0.4,0.1045,0,18,18,train
373,17-01-2011,1,0,1,0,1,1,0,2,0.2,0.197,0.47,0.2239,1,16,17,train
374,17-01-2011,1,0,1,1,1,1,0,2,0.2,0.197,0.44,0.194,1,15,16,train
375,17-01-2011,1,0,1,2,1,1,0,2,0.18,0.1667,0.43,0.2537,0,8,8,train
376,17-01-2011,1,0,1,3,1,1,0,2,0.18,0.1818,0.43,0.194,0,2,2,train
377,17-01-2011,1,0,1,4,1,1,0,2,0.18,0.197,0.43,0.1343,1,2,3,train
378,17-01-2011,1,0,1,5,1,1,0,2,0.18,0.197,0.43,0.1642,0,1,1,train
379,17-01-2011,1,0,1,6,1,1,0,2,0.18,0.1818,0.43,0.194,0,5,5,train
380,17-01-2011,1,0,1,7,1,1,0,2,0.16,0.1818,0.5,0.1343,4,9,13,train
381,17-01-2011,1,0,1,8,1,1,0,2,0.16,0.1515,0.47,0.2239,3,30,33,train
382,17-01-2011,1,0,1,9,1,1,0,2,0.16,0.1515,0.47,0.2239,8,39,47,train
383,17-01-2011,1,0,1,10,1,1,0,2,0.16,0.1515,0.5,0.2537,7,50,57,train
384,17-01-2011,1,0,1,11,1,1,0,2,0.16,0.1515,0.55,0.194,9,55,64,train
385,17-01-2011,1,0,1,12,1,1,0,2,0.18,0.197,0.47,0.1343,10,70,80,train
386,17-01-2011,1,0,1,13,1,1,0,2,0.18,0.197,0.47,0.1343,13,80,93,train
387,17-01-2011,1,0,1,14,1,1,0,2,0.18,0.2121,0.43,0.1045,12,74,86,train
388,17-01-2011,1,0,1,15,1,1,0,2,0.2,0.2121,0.47,0.1642,21,72,93,train
389,17-01-2011,1,0,1,16,1,1,0,2,0.2,0.2121,0.47,0.1642,6,76,82,train
390,17-01-2011,1,0,1,17,1,1,0,1,0.2,0.197,0.51,0.194,4,67,71,train
391,17-01-2011,1,0,1,18,1,1,0,2,0.18,0.1667,0.55,0.2537,7,85,92,train
392,17-01-2011,1,0,1,19,1,1,0,3,0.18,0.1818,0.59,0.194,2,58,60,train
393,17-01-2011,1,0,1,20,1,1,0,3,0.16,0.1515,0.8,0.194,4,29,33,train
394,17-01-2011,1,0,1,21,1,1,0,3,0.16,0.1515,0.8,0.194,3,24,27,train
395,17-01-2011,1,0,1,22,1,1,0,3,0.14,0.1212,0.93,0.2537,0,13,13,train
396,17-01-2011,1,0,1,23,1,1,0,3,0.16,0.1364,0.86,0.2836,1,3,4,train
397,18-01-2011,1,0,1,12,0,2,1,2,0.2,0.1818,0.86,0.3284,0,3,3,train
398,18-01-2011,1,0,1,13,0,2,1,2,0.2,0.197,0.86,0.2239,0,22,22,train
399,18-01-2011,1,0,1,14,0,2,1,2,0.22,0.2273,0.8,0.1642,2,26,28,train
400,18-01-2011,1,0,1,15,0,2,1,2,0.22,0.2273,0.87,0.1642,3,32,35,train
401,18-01-2011,1,0,1,16,0,2,1,2,0.22,0.2273,0.87,0.194,0,61,61,train
402,18-01-2011,1,0,1,17,0,2,1,2,0.22,0.2273,0.82,0.194,1,124,125,train
403,18-01-2011,1,0,1,18,0,2,1,2,0.22,0.2273,0.8,0.1642,1,132,133,train
404,18-01-2011,1,0,1,19,0,2,1,2,0.22,0.2273,0.8,0.1343,1,98,99,train
405,18-01-2011,1,0,1,20,0,2,1,2,0.22,0.2727,0.87,0,0,83,83,train
406,18-01-2011,1,0,1,21,0,2,1,2,0.22,0.2424,0.93,0.1045,0,41,41,train
407,18-01-2011,1,0,1,22,0,2,1,2,0.22,0.2576,0.93,0.0896,0,33,33,train
408,18-01-2011,1,0,1,23,0,2,1,2,0.22,0.2727,0.93,0,1,19,20,train
409,19-01-2011,1,0,1,0,0,3,1,2,0.22,0.2727,0.93,0,0,3,3,train
410,19-01-2011,1,0,1,1,0,3,1,3,0.22,0.2273,0.93,0.1343,1,6,7,train
411,19-01-2011,1,0,1,2,0,3,1,3,0.22,0.2273,0.93,0.1343,0,3,3,train
412,19-01-2011,1,0,1,4,0,3,1,3,0.22,0.2273,0.93,0.1343,1,1,2,train
413,19-01-2011,1,0,1,5,0,3,1,2,0.22,0.2576,0.93,0.0896,0,7,7,train
414,19-01-2011,1,0,1,6,0,3,1,2,0.22,0.2576,0.93,0.0896,0,32,32,train
415,19-01-2011,1,0,1,7,0,3,1,2,0.24,0.2576,0.92,0.1045,1,89,90,train
416,19-01-2011,1,0,1,8,0,3,1,2,0.24,0.2576,0.93,0.1045,1,196,197,train
417,19-01-2011,1,0,1,9,0,3,1,2,0.24,0.2576,0.93,0.1045,2,107,109,train
418,19-01-2011,1,0,1,10,0,3,1,2,0.26,0.2727,0.93,0.1343,1,46,47,train
419,19-01-2011,1,0,1,11,0,3,1,2,0.28,0.303,0.87,0.0896,5,47,52,train
420,19-01-2011,1,0,1,12,0,3,1,2,0.3,0.3182,0.81,0.0896,5,65,70,train
421,19-01-2011,1,0,1,13,0,3,1,1,0.4,0.4091,0.62,0.2836,11,67,78,train
422,19-01-2011,1,0,1,14,0,3,1,1,0.4,0.4091,0.58,0.2537,7,68,75,train
423,19-01-2011,1,0,1,15,0,3,1,1,0.4,0.4091,0.54,0.2836,4,78,82,train
424,19-01-2011,1,0,1,16,0,3,1,1,0.38,0.3939,0.58,0.3881,10,94,104,train
425,19-01-2011,1,0,1,17,0,3,1,1,0.36,0.3333,0.57,0.3284,7,190,197,train
426,19-01-2011,1,0,1,18,0,3,1,1,0.34,0.3182,0.61,0.2836,5,156,161,train
427,19-01-2011,1,0,1,19,0,3,1,1,0.32,0.2879,0.57,0.4179,4,108,112,train
428,19-01-2011,1,0,1,20,0,3,1,1,0.32,0.303,0.49,0.2985,2,74,76,train
429,19-01-2011,1,0,1,21,0,3,1,1,0.32,0.2879,0.49,0.4179,4,55,59,train
430,19-01-2011,1,0,1,22,0,3,1,1,0.3,0.303,0.52,0.1642,6,53,59,train
431,19-01-2011,1,0,1,23,0,3,1,1,0.3,0.2727,0.52,0.4627,1,27,28,train
689,01-02-2011,1,0,2,0,0,2,1,2,0.16,0.1818,0.64,0.1045,2,6,8,train
690,01-02-2011,1,0,2,1,0,2,1,2,0.16,0.1818,0.69,0.1045,0,3,3,train
691,01-02-2011,1,0,2,2,0,2,1,2,0.16,0.2273,0.69,0,0,2,2,train
692,01-02-2011,1,0,2,3,0,2,1,2,0.16,0.2273,0.69,0,0,2,2,train
693,01-02-2011,1,0,2,5,0,2,1,3,0.14,0.2121,0.93,0,0,3,3,train
694,01-02-2011,1,0,2,6,0,2,1,3,0.14,0.2121,0.93,0,0,22,22,train
695,01-02-2011,1,0,2,7,0,2,1,3,0.16,0.2273,0.93,0,0,52,52,train
696,01-02-2011,1,0,2,8,0,2,1,3,0.16,0.2273,0.93,0,3,132,135,train
697,01-02-2011,1,0,2,9,0,2,1,2,0.16,0.2273,0.93,0,2,114,116,train
698,01-02-2011,1,0,2,10,0,2,1,2,0.16,0.2273,0.93,0,0,47,47,train
699,01-02-2011,1,0,2,11,0,2,1,2,0.18,0.2424,0.86,0,2,49,51,train
700,01-02-2011,1,0,2,12,0,2,1,2,0.2,0.2576,0.86,0,2,53,55,train
701,01-02-2011,1,0,2,13,0,2,1,2,0.2,0.2576,0.86,0,3,49,52,train
702,01-02-2011,1,0,2,14,0,2,1,2,0.22,0.2576,0.8,0.0896,5,49,54,train
703,01-02-2011,1,0,2,15,0,2,1,2,0.24,0.2879,0.75,0,7,45,52,train
704,01-02-2011,1,0,2,16,0,2,1,2,0.24,0.2424,0.75,0.1343,3,61,64,train
705,01-02-2011,1,0,2,17,0,2,1,2,0.24,0.2879,0.75,0,4,172,176,train
706,01-02-2011,1,0,2,18,0,2,1,2,0.24,0.2576,0.81,0.1045,3,165,168,train
707,01-02-2011,1,0,2,19,0,2,1,2,0.24,0.2424,0.81,0.1343,3,105,108,train
708,01-02-2011,1,0,2,20,0,2,1,2,0.22,0.2273,0.87,0.1343,5,69,74,train
709,01-02-2011,1,0,2,21,0,2,1,2,0.22,0.2273,0.87,0.1343,0,64,64,train
710,01-02-2011,1,0,2,22,0,2,1,2,0.22,0.2576,0.87,0.0896,2,34,36,train
711,01-02-2011,1,0,2,23,0,2,1,3,0.2,0.197,0.93,0.194,1,15,16,train
712,02-02-2011,1,0,2,0,0,3,1,3,0.22,0.2424,0.93,0.1045,0,2,2,train
713,02-02-2011,1,0,2,1,0,3,1,3,0.22,0.2273,0.93,0.194,0,3,3,train
714,02-02-2011,1,0,2,2,0,3,1,3,0.22,0.2273,0.93,0.1343,4,0,4,train
715,02-02-2011,1,0,2,3,0,3,1,3,0.22,0.2273,0.93,0.1343,0,1,1,train
716,02-02-2011,1,0,2,4,0,3,1,3,0.22,0.2121,0.93,0.2836,0,1,1,train
717,02-02-2011,1,0,2,5,0,3,1,3,0.22,0.2424,0.93,0.1045,0,3,3,train
718,02-02-2011,1,0,2,6,0,3,1,3,0.22,0.2424,0.93,0.1045,1,17,18,train
719,02-02-2011,1,0,2,7,0,3,1,3,0.22,0.2121,0.93,0.2239,1,48,49,train
720,02-02-2011,1,0,2,8,0,3,1,3,0.22,0.2121,0.93,0.2239,1,154,155,train
721,02-02-2011,1,0,2,9,0,3,1,2,0.24,0.2576,0.93,0.0896,4,119,123,train
722,02-02-2011,1,0,2,10,0,3,1,2,0.22,0.2727,1,0,2,59,61,train
723,02-02-2011,1,0,2,11,0,3,1,2,0.24,0.2273,0.93,0.194,5,47,52,train
724,02-02-2011,1,0,2,12,0,3,1,2,0.24,0.2273,0.93,0.2239,3,61,64,train
725,02-02-2011,1,0,2,13,0,3,1,1,0.34,0.3333,0.93,0.1642,1,74,75,train
726,02-02-2011,1,0,2,14,0,3,1,1,0.38,0.3939,0.82,0.3881,2,61,63,train
727,02-02-2011,1,0,2,15,0,3,1,1,0.38,0.3939,0.76,0.3284,10,66,76,train
728,02-02-2011,1,0,2,16,0,3,1,1,0.36,0.3333,0.71,0.2985,8,95,103,train
729,02-02-2011,1,0,2,17,0,3,1,1,0.36,0.3182,0.53,0.5224,7,183,190,train
730,02-02-2011,1,0,2,18,0,3,1,1,0.34,0.2879,0.42,0.5522,7,175,182,train
731,02-02-2011,1,0,2,19,0,3,1,1,0.28,0.2424,0.45,0.4925,3,88,91,train
732,02-02-2011,1,0,2,20,0,3,1,1,0.24,0.197,0.48,0.5522,4,71,75,train
733,02-02-2011,1,0,2,21,0,3,1,1,0.22,0.197,0.47,0.3284,1,62,63,train
734,02-02-2011,1,0,2,22,0,3,1,1,0.22,0.2121,0.44,0.2537,5,35,40,train
735,02-02-2011,1,0,2,23,0,3,1,1,0.2,0.1667,0.44,0.4478,3,29,32,train
736,03-02-2011,1,0,2,0,0,4,1,1,0.2,0.1667,0.4,0.4478,1,11,12,train
737,03-02-2011,1,0,2,1,0,4,1,1,0.2,0.1515,0.44,0.5224,0,5,5,train
738,03-02-2011,1,0,2,2,0,4,1,1,0.18,0.1667,0.43,0.2537,0,2,2,train
739,03-02-2011,1,0,2,3,0,4,1,1,0.18,0.1667,0.43,0.2537,0,1,1,train
740,03-02-2011,1,0,2,5,0,4,1,1,0.16,0.1364,0.5,0.2985,0,2,2,train
741,03-02-2011,1,0,2,6,0,4,1,1,0.16,0.1364,0.43,0.3582,0,39,39,train
742,03-02-2011,1,0,2,7,0,4,1,1,0.14,0.1212,0.5,0.3284,1,86,87,train
743,03-02-2011,1,0,2,8,0,4,1,1,0.14,0.1212,0.5,0.3582,4,184,188,train
744,03-02-2011,1,0,2,9,0,4,1,1,0.16,0.1364,0.47,0.2985,6,127,133,train
745,03-02-2011,1,0,2,10,0,4,1,1,0.18,0.1515,0.43,0.3284,2,50,52,train
746,03-02-2011,1,0,2,11,0,4,1,1,0.18,0.1364,0.43,0.4478,9,55,64,train
747,03-02-2011,1,0,2,12,0,4,1,1,0.2,0.1818,0.4,0.3582,2,67,69,train
748,03-02-2011,1,0,2,13,0,4,1,1,0.2,0.1667,0.4,0.4179,4,47,51,train
749,03-02-2011,1,0,2,14,0,4,1,1,0.22,0.197,0.37,0.3881,4,43,47,train
750,03-02-2011,1,0,2,15,0,4,1,1,0.22,0.197,0.37,0.3284,4,56,60,train
751,03-02-2011,1,0,2,16,0,4,1,1,0.22,0.2121,0.37,0.2537,5,73,78,train
752,03-02-2011,1,0,2,17,0,4,1,1,0.2,0.197,0.4,0.194,5,170,175,train
753,03-02-2011,1,0,2,18,0,4,1,1,0.2,0.2121,0.4,0.1642,2,145,147,train
754,03-02-2011,1,0,2,19,0,4,1,1,0.2,0.2576,0.4,0,4,92,96,train
755,03-02-2011,1,0,2,20,0,4,1,1,0.2,0.2273,0.47,0.0896,1,108,109,train
756,03-02-2011,1,0,2,21,0,4,1,1,0.18,0.2121,0.55,0.1045,1,53,54,train
757,03-02-2011,1,0,2,22,0,4,1,1,0.18,0.2121,0.51,0.0896,2,39,41,train
758,03-02-2011,1,0,2,23,0,4,1,1,0.2,0.2273,0.47,0.1045,4,34,38,train
759,04-02-2011,1,0,2,0,0,5,1,2,0.2,0.2576,0.44,0,3,10,13,train
760,04-02-2011,1,0,2,1,0,5,1,2,0.16,0.2273,0.59,0,0,7,7,train
761,04-02-2011,1,0,2,2,0,5,1,2,0.14,0.1667,0.63,0.1045,0,1,1,train
762,04-02-2011,1,0,2,3,0,5,1,2,0.14,0.1667,0.63,0.1045,0,1,1,train
763,04-02-2011,1,0,2,5,0,5,1,2,0.14,0.1515,0.63,0.1343,0,7,7,train
764,04-02-2011,1,0,2,6,0,5,1,2,0.16,0.2273,0.55,0,2,26,28,train
765,04-02-2011,1,0,2,7,0,5,1,1,0.14,0.2121,0.59,0,0,87,87,train
766,04-02-2011,1,0,2,8,0,5,1,1,0.14,0.1515,0.74,0.1343,3,217,220,train
767,04-02-2011,1,0,2,9,0,5,1,2,0.16,0.1818,0.8,0.1343,3,124,127,train
768,04-02-2011,1,0,2,10,0,5,1,2,0.2,0.2121,0.51,0.1343,5,46,51,train
769,04-02-2011,1,0,2,11,0,5,1,1,0.22,0.2273,0.51,0.1642,3,61,64,train
770,04-02-2011,1,0,2,12,0,5,1,2,0.24,0.2424,0.48,0.1642,8,78,86,train
771,04-02-2011,1,0,2,13,0,5,1,2,0.26,0.2576,0.5,0.2239,9,73,82,train
772,04-02-2011,1,0,2,14,0,5,1,2,0.28,0.2727,0.45,0.1642,15,76,91,train
773,04-02-2011,1,0,2,15,0,5,1,2,0.28,0.2727,0.48,0.2537,9,81,90,train
774,04-02-2011,1,0,2,16,0,5,1,2,0.3,0.2879,0.42,0.2239,8,91,99,train
775,04-02-2011,1,0,2,17,0,5,1,2,0.26,0.2727,0.56,0.1343,10,195,205,train
776,04-02-2011,1,0,2,18,0,5,1,2,0.24,0.2576,0.6,0.1045,3,152,155,train
777,04-02-2011,1,0,2,19,0,5,1,2,0.24,0.2424,0.65,0.1343,1,102,103,train
778,04-02-2011,1,0,2,20,0,5,1,2,0.24,0.2424,0.65,0.1642,2,69,71,train
779,04-02-2011,1,0,2,21,0,5,1,2,0.24,0.2424,0.7,0.1642,2,41,43,train
780,04-02-2011,1,0,2,22,0,5,1,2,0.24,0.2424,0.65,0.1642,1,45,46,train
781,04-02-2011,1,0,2,23,0,5,1,2,0.24,0.2424,0.7,0.1343,1,30,31,train
782,05-02-2011,1,0,2,0,0,6,0,2,0.24,0.2424,0.7,0.1642,3,36,39,train
783,05-02-2011,1,0,2,1,0,6,0,2,0.24,0.2424,0.65,0.1642,1,17,18,train
784,05-02-2011,1,0,2,2,0,6,0,2,0.24,0.2424,0.75,0.1642,5,12,17,train
785,05-02-2011,1,0,2,3,0,6,0,2,0.24,0.2424,0.75,0.1642,1,10,11,train
786,05-02-2011,1,0,2,4,0,6,0,3,0.22,0.2273,0.93,0.1343,0,8,8,train
787,05-02-2011,1,0,2,5,0,6,0,3,0.2,0.2273,1,0.0896,0,9,9,train
788,05-02-2011,1,0,2,6,0,6,0,3,0.2,0.2576,1,0,0,4,4,train
789,05-02-2011,1,0,2,7,0,6,0,3,0.22,0.2576,0.93,0.0896,0,4,4,train
790,05-02-2011,1,0,2,8,0,6,0,3,0.2,0.2273,1,0.0896,0,10,10,train
791,05-02-2011,1,0,2,9,0,6,0,3,0.2,0.2273,1,0.0896,3,17,20,train
792,05-02-2011,1,0,2,10,0,6,0,3,0.2,0.2121,1,0.1343,3,31,34,train
793,05-02-2011,1,0,2,11,0,6,0,3,0.22,0.2273,1,0.1343,1,46,47,train
794,05-02-2011,1,0,2,12,0,6,0,3,0.22,0.2273,1,0.1642,10,42,52,train
795,05-02-2011,1,0,2,13,0,6,0,3,0.22,0.2273,1,0.1642,10,62,72,train
796,05-02-2011,1,0,2,14,0,6,0,3,0.22,0.2727,1,0,5,50,55,train
797,05-02-2011,1,0,2,15,0,6,0,3,0.22,0.2727,1,0,11,49,60,train
798,05-02-2011,1,0,2,16,0,6,0,3,0.22,0.2273,1,0.1343,8,63,71,train
799,05-02-2011,1,0,2,17,0,6,0,2,0.24,0.2121,1,0.2836,14,64,78,train
800,05-02-2011,1,0,2,18,0,6,0,2,0.28,0.2424,0.93,0.4478,2,81,83,train
801,05-02-2011,1,0,2,19,0,6,0,2,0.28,0.2424,0.93,0.4478,6,78,84,train
802,05-02-2011,1,0,2,20,0,6,0,1,0.3,0.2879,0.87,0.2537,5,64,69,train
803,05-02-2011,1,0,2,21,0,6,0,1,0.26,0.2576,1,0.194,3,53,56,train
804,05-02-2011,1,0,2,22,0,6,0,1,0.26,0.2727,0.93,0.1343,2,43,45,train
805,05-02-2011,1,0,2,23,0,6,0,1,0.26,0.2576,0.93,0.2239,7,52,59,train
806,06-02-2011,1,0,2,0,0,0,0,1,0.26,0.2576,0.7,0.194,2,37,39,train
807,06-02-2011,1,0,2,1,0,0,0,1,0.26,0.2273,0.65,0.4179,4,40,44,train
808,06-02-2011,1,0,2,2,0,0,0,1,0.26,0.2273,0.6,0.3284,0,20,20,train
